,Wavelength,Throughput
900,1100,6.60823e-06
901,1101,5.55173e-06
902,1102,4.77756e-06
903,1103,4.30554e-06
904,1104,3.9294e-06
905,1105,3.63343e-06
906,1106,3.48008e-06
907,1107,3.27969e-06
908,1108,3.28407e-06
909,1109,3.26548e-06
910,1110,3.29931e-06
911,1111,3.40826e-06
912,1112,3.46249e-06
913,1113,3.64201e-06
914,1114,3.87173e-06
915,1115,4.16743e-06
916,1116,4.56035e-06
917,1117,4.93544e-06
918,1118,5.51384e-06
919,1119,6.21668e-06
920,1120,6.99167e-06
921,1121,8.11581e-06
922,1122,9.68079e-06
923,1123,1.15711e-05
924,1124,1.39961e-05
925,1125,1.73243e-05
926,1126,2.16982e-05
927,1127,2.70547e-05
928,1128,3.38236e-05
929,1129,4.11891e-05
930,1130,4.8146e-05
931,1131,5.26856e-05
932,1132,5.34021e-05
933,1133,5.04891e-05
934,1134,4.49703e-05
935,1135,3.85271e-05
936,1136,3.2784e-05
937,1137,2.79874e-05
938,1138,2.3961e-05
939,1139,2.0806e-05
940,1140,1.83237e-05
941,1141,1.6232e-05
942,1142,1.47818e-05
943,1143,1.3606e-05
944,1144,1.26648e-05
945,1145,1.20019e-05
946,1146,1.13667e-05
947,1147,1.09142e-05
948,1148,1.06186e-05
949,1149,1.05194e-05
950,1150,1.02749e-05
951,1151,1.02765e-05
952,1152,1.02208e-05
953,1153,1.05313e-05
954,1154,1.0568e-05
955,1155,1.08545e-05
956,1156,1.13534e-05
957,1157,1.18373e-05
958,1158,1.22841e-05
959,1159,1.30307e-05
960,1160,1.40063e-05
961,1161,1.48791e-05
962,1162,1.60179e-05
963,1163,1.73731e-05
964,1164,1.89669e-05
965,1165,2.09245e-05
966,1166,2.33374e-05
967,1167,2.61914e-05
968,1168,2.9431e-05
969,1169,3.36951e-05
970,1170,3.84474e-05
971,1171,4.46255e-05
972,1172,5.25278e-05
973,1173,6.23526e-05
974,1174,7.46619e-05
975,1175,9.07207e-05
976,1176,0.000111941
977,1177,0.000140231
978,1178,0.000177496
979,1179,0.000229542
980,1180,0.000299245
981,1181,0.000393078
982,1182,0.000521886
983,1183,0.000674725
984,1184,0.000845626
985,1185,0.00100693
986,1186,0.00110396
987,1187,0.00112085
988,1188,0.00106046
989,1189,0.000961054
990,1190,0.000850839
991,1191,0.000747208
992,1192,0.000663073
993,1193,0.000595153
994,1194,0.000543199
995,1195,0.000503031
996,1196,0.000472986
997,1197,0.000451674
998,1198,0.000437438
999,1199,0.00043049
1000,1200,0.000428001
1001,1201,0.000431544
1002,1202,0.000439534
1003,1203,0.000453202
1004,1204,0.000472765
1005,1205,0.000497716
1006,1206,0.000529542
1007,1207,0.000571901
1008,1208,0.00062175
1009,1209,0.00068313
1010,1210,0.000762675
1011,1211,0.000856361
1012,1212,0.000970676
1013,1213,0.00111553
1014,1214,0.00129051
1015,1215,0.00150977
1016,1216,0.00177374
1017,1217,0.00209273
1018,1218,0.00246055
1019,1219,0.00286281
1020,1220,0.00328158
1021,1221,0.00365349
1022,1222,0.00392017
1023,1223,0.00404167
1024,1224,0.00399574
1025,1225,0.0038131
1026,1226,0.00352902
1027,1227,0.00321823
1028,1228,0.00290871
1029,1229,0.00260823
1030,1230,0.00235712
1031,1231,0.00214352
1032,1232,0.00195665
1033,1233,0.00180547
1034,1234,0.001679
1035,1235,0.00157619
1036,1236,0.00149253
1037,1237,0.00142665
1038,1238,0.00137554
1039,1239,0.00133475
1040,1240,0.00130676
1041,1241,0.00128834
1042,1242,0.00127848
1043,1243,0.00127938
1044,1244,0.00128851
1045,1245,0.00130608
1046,1246,0.00132927
1047,1247,0.00136244
1048,1248,0.00140733
1049,1249,0.00145931
1050,1250,0.00152118
